student_id,age,gender,city,state,university,course,branch,year_of_study,attendance_percentage,cgpa,study_hours_per_day,revision_frequency,online_courses,group_study,sleep_hours,screen_time_hours,physical_activity,part_time_job,exam_stress_level,motivation_level,parental_support,performance_category
149,18,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Mathematics,3,87.4,8.7,2.0,Daily,No,No,6.8,7.1,Medium,No,4,6,Low,Excellent
150,19,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ME,1,81.2,8.4,1.1,Rare,No,No,7.4,6.0,High,No,7,6,Low,Good
151,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,3,73.7,8.4,3.7,Weekly,Yes,Yes,7.5,6.1,Medium,Yes,6,5,High,Good
152,17,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CSE,2,95.5,10.0,1.6,Daily,No,Yes,6.3,4.6,Medium,No,7,5,High,Excellent
153,18,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CSE,2,80.8,9.7,2.2,Daily,No,Yes,9.0,3.6,Low,No,6,7,Low,Excellent
154,19,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,MBA,NA,2,76.7,7.3,3.6,Weekly,Yes,No,6.9,7.9,High,No,10,5,Low,Average
155,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CSE,4,100.0,9.9,2.3,Weekly,Yes,No,8.6,9.4,Medium,No,4,7,Medium,Excellent
156,19,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ECE,2,76.0,8.6,2.6,Rare,Yes,No,6.0,4.7,Low,No,3,6,Low,Excellent
157,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ME,1,62.4,9.2,4.0,Weekly,No,Yes,7.8,2.0,Low,No,6,8,Medium,Excellent
158,22,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BA,English,4,82.2,7.9,2.4,Rare,Yes,Yes,6.9,7.1,Medium,No,6,7,Medium,Good
159,20,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,2,63.9,9.2,3.3,Weekly,Yes,Yes,6.1,4.5,High,No,8,8,Low,Excellent
160,18,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,IT,3,74.8,9.3,5.3,Daily,Yes,No,7.1,10.6,Medium,No,6,6,Medium,Excellent
161,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,IT,3,76.5,9.9,4.6,Daily,Yes,Yes,8.0,4.4,Medium,No,3,2,Low,Excellent
162,18,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,1,56.5,8.6,4.1,Daily,Yes,No,9.0,6.0,High,No,7,6,Medium,Excellent
163,21,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,3,75.1,8.7,3.9,Daily,Yes,No,7.3,4.7,Low,Yes,7,6,Low,Excellent
164,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ME,4,69.0,9.3,3.5,Weekly,No,No,7.0,8.2,High,No,6,6,High,Excellent
165,22,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ECE,1,83.6,8.9,3.5,Weekly,No,No,5.7,3.9,Low,Yes,5,5,Medium,Excellent
166,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CE,4,83.3,8.8,3.4,Rare,Yes,No,7.5,6.1,Medium,No,2,4,Low,Excellent
167,18,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CE,4,84.0,10.0,5.8,Daily,Yes,Yes,8.2,5.6,Medium,No,8,6,High,Excellent
168,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ECE,1,75.0,9.5,2.9,Weekly,No,No,7.2,6.3,High,No,6,7,Medium,Excellent
169,21,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Mathematics,4,63.2,6.8,0.5,Weekly,Yes,No,7.9,3.3,Low,No,5,4,Medium,Average
170,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Mathematics,1,85.6,8.4,2.6,Daily,No,No,4.4,4.9,Medium,No,6,3,Low,Good
171,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,1,83.8,9.4,3.7,Daily,No,No,6.0,8.4,Low,No,5,6,High,Excellent
172,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CE,3,69.2,9.7,3.2,Rare,No,No,8.7,3.3,Medium,No,2,9,Medium,Excellent
173,18,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,MBA,NA,1,88.4,9.3,2.6,Weekly,No,No,8.8,7.4,Medium,No,5,10,Medium,Excellent
174,21,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ME,3,81.0,9.7,5.5,Weekly,Yes,Yes,8.6,6.1,Low,No,4,7,Medium,Excellent
175,23,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,2,79.4,9.9,3.0,Daily,Yes,Yes,7.2,3.3,Medium,Yes,4,8,Low,Excellent
176,18,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,4,83.4,10.0,5.3,Weekly,Yes,Yes,7.7,8.0,Medium,No,4,3,High,Excellent
177,19,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,MBA,NA,2,75.5,9.0,5.5,Weekly,No,No,7.6,6.9,High,No,10,5,Medium,Excellent
178,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Mathematics,4,80.7,9.7,5.8,Daily,No,Yes,7.5,7.1,High,No,8,5,High,Excellent
179,18,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Biology,3,58.3,9.9,6.6,Weekly,No,No,5.9,5.6,Medium,Yes,5,7,Medium,Excellent
180,21,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BA,English,2,72.2,9.0,3.2,Daily,Yes,No,7.3,5.5,Medium,No,9,7,Medium,Excellent
181,20,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CE,3,89.7,9.6,3.8,Weekly,Yes,Yes,5.7,6.8,Medium,No,4,5,Low,Excellent
182,21,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,2,78.2,7.8,4.0,Weekly,No,Yes,8.7,6.5,Low,No,10,7,High,Good
183,21,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BA,English,4,81.8,9.8,5.4,Rare,No,No,7.7,5.7,High,No,3,6,Medium,Excellent
184,19,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CSE,1,83.9,10.0,6.0,Daily,Yes,Yes,7.4,3.6,High,No,6,8,High,Excellent
185,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ME,4,78.1,7.5,2.3,Weekly,No,Yes,7.6,5.8,Medium,Yes,6,4,Low,Good
186,21,Other,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BA,English,4,74.3,7.9,6.1,Weekly,No,Yes,6.6,6.4,Medium,No,7,3,Low,Good
187,17,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,IT,4,90.6,10.0,2.7,Weekly,Yes,No,9.0,4.9,Medium,No,6,9,High,Excellent
188,23,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ME,4,90.1,10.0,5.0,Daily,Yes,Yes,7.6,7.6,Medium,No,4,4,High,Excellent
189,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ME,2,73.5,8.5,4.5,Daily,No,No,8.0,6.2,Medium,No,8,4,Medium,Excellent
190,18,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,IT,1,59.3,8.9,3.4,Weekly,Yes,No,6.9,9.0,High,No,7,4,High,Excellent
191,21,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Physics,3,83.8,10.0,3.2,Daily,Yes,No,6.0,5.3,Medium,Yes,8,10,Medium,Excellent
192,19,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CE,4,66.8,7.5,3.7,Rare,Yes,Yes,5.2,6.6,Medium,No,5,5,High,Good
193,20,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,MBA,NA,1,72.7,8.2,1.7,Daily,Yes,Yes,4.1,5.9,High,Yes,9,9,Medium,Good
194,19,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,1,82.7,7.5,2.0,Weekly,Yes,No,7.3,7.5,Medium,Yes,8,6,Medium,Good
195,18,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,MBA,NA,1,69.7,8.6,3.2,Rare,Yes,Yes,7.4,7.8,Medium,Yes,4,9,Low,Excellent
196,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BA,English,4,70.5,8.1,0.5,Weekly,Yes,No,7.9,7.5,High,No,5,6,Medium,Good
197,17,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BA,English,4,72.7,9.5,4.7,Rare,Yes,No,5.7,6.6,High,Yes,3,7,Medium,Excellent
198,17,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,IT,1,89.6,8.1,2.4,Rare,No,No,6.2,6.4,High,No,8,4,Low,Good
199,20,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ECE,2,84.9,8.2,3.8,Weekly,Yes,Yes,6.6,4.3,Medium,No,6,4,High,Good
200,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Physics,2,87.0,7.2,0.5,Daily,Yes,No,6.0,7.2,Medium,No,10,6,Low,Average
201,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Biology,4,91.7,10.0,2.5,Daily,Yes,Yes,6.2,5.0,Low,No,4,6,High,Excellent
202,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Mathematics,3,75.5,9.6,3.1,Rare,Yes,No,5.4,7.8,Low,No,5,6,High,Excellent
203,20,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Chemistry,4,70.5,9.6,2.9,Daily,No,No,8.1,6.2,Medium,No,3,8,Medium,Excellent
204,22,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ME,2,88.8,8.6,2.8,Weekly,Yes,No,8.3,6.1,Low,No,7,7,Medium,Excellent
205,19,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ME,4,88.3,10.0,3.0,Daily,Yes,No,6.6,4.1,Medium,Yes,6,10,High,Excellent
206,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Physics,2,92.1,10.0,3.4,Daily,Yes,Yes,7.5,3.9,High,Yes,6,6,Medium,Excellent
207,21,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,MBA,NA,1,100.0,10.0,4.4,Daily,Yes,Yes,7.3,6.4,High,No,5,7,Low,Excellent
208,20,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BA,English,2,91.2,7.6,2.0,Weekly,No,Yes,8.1,8.6,High,No,5,2,Medium,Good
209,21,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,MBA,NA,2,77.8,7.7,2.0,Weekly,No,No,6.5,7.7,High,Yes,7,6,Medium,Good
210,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Chemistry,3,68.8,8.9,5.9,Daily,Yes,Yes,6.7,8.4,Medium,Yes,9,8,Medium,Excellent
211,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Mathematics,2,77.8,8.9,2.1,Daily,Yes,No,7.3,3.6,High,No,8,5,Medium,Excellent
212,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Biology,4,75.4,9.9,4.4,Weekly,No,Yes,6.5,7.7,Medium,Yes,3,6,Low,Excellent
213,18,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Physics,1,71.2,10.0,4.3,Daily,Yes,Yes,7.2,6.7,High,No,6,7,Low,Excellent
214,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Physics,2,75.6,9.8,4.5,Daily,No,No,8.9,5.7,Medium,Yes,4,8,Medium,Excellent
215,17,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ECE,3,86.5,8.1,2.7,Rare,No,Yes,6.9,6.7,Low,Yes,6,7,Low,Good
216,20,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CE,3,75.4,9.5,4.6,Daily,No,Yes,7.6,4.1,Medium,No,8,5,Medium,Excellent
217,20,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BA,English,3,96.4,9.0,3.2,Rare,Yes,Yes,6.7,6.0,Medium,No,5,8,Medium,Excellent
218,18,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,1,67.3,9.7,4.9,Weekly,No,Yes,8.7,5.8,High,No,5,6,Low,Excellent
219,18,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BA,English,3,80.4,8.4,5.0,Daily,No,Yes,7.5,6.4,High,Yes,8,1,Low,Good
220,19,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,IT,4,59.7,10.0,4.3,Daily,Yes,No,8.4,5.7,Medium,No,7,9,Medium,Excellent
221,22,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Physics,3,85.4,10.0,3.6,Weekly,Yes,No,5.4,5.5,Medium,No,4,10,Medium,Excellent
222,20,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BA,English,1,83.5,7.9,3.6,Weekly,No,No,8.7,4.8,Medium,Yes,6,5,Medium,Good
223,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CE,4,77.6,8.5,2.9,Weekly,Yes,Yes,6.3,3.2,Low,Yes,5,3,Medium,Excellent
224,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,3,63.4,7.2,3.0,Daily,No,No,6.2,6.6,Low,No,8,2,Low,Average
225,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ME,4,84.7,10.0,3.8,Daily,Yes,No,6.2,5.4,Low,No,4,8,Medium,Excellent
226,22,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Chemistry,2,77.4,10.0,2.4,Daily,No,No,5.5,2.4,Low,Yes,2,7,Low,Excellent
227,17,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ECE,4,87.0,8.0,2.8,Daily,Yes,No,7.1,9.2,Low,No,7,5,Low,Good
228,17,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ME,3,70.8,9.4,3.2,Daily,No,No,6.0,5.7,High,No,6,6,High,Excellent
229,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BA,English,3,82.4,9.1,1.9,Rare,Yes,No,8.4,5.8,High,No,6,7,High,Excellent
230,21,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ME,2,80.9,9.0,2.6,Daily,No,No,7.4,3.7,Medium,Yes,6,6,Medium,Excellent
231,19,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,MBA,NA,2,59.2,9.7,2.7,Daily,No,Yes,7.1,6.3,High,No,3,9,Medium,Excellent
232,21,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,MBA,NA,1,82.3,9.1,2.5,Daily,No,No,8.8,3.6,High,Yes,7,8,Medium,Excellent
233,22,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CE,4,75.5,8.3,3.9,Weekly,No,Yes,7.3,5.7,Low,Yes,7,8,Medium,Good
234,21,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CE,1,61.4,8.8,5.0,Weekly,No,No,8.1,3.8,Medium,No,5,4,Low,Excellent
235,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CE,2,85.8,9.5,5.5,Daily,Yes,No,8.4,4.9,Medium,No,5,3,Medium,Excellent
236,21,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BA,English,1,94.2,8.7,1.6,Weekly,No,No,6.4,5.9,High,No,6,4,Medium,Excellent
237,19,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CSE,4,77.9,9.3,4.3,Weekly,Yes,No,7.0,5.1,Medium,Yes,5,6,Low,Excellent
238,19,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CSE,2,94.0,10.0,4.3,Weekly,Yes,Yes,6.7,7.4,Medium,No,5,8,Medium,Excellent
239,19,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Chemistry,2,82.5,10.0,1.1,Weekly,Yes,Yes,5.9,3.6,Medium,No,6,9,Low,Excellent
240,20,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ECE,1,83.0,8.5,0.8,Weekly,Yes,No,6.5,4.4,Medium,No,4,6,Medium,Excellent
241,17,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Mathematics,4,85.5,7.4,1.9,Weekly,No,No,7.2,10.1,Medium,No,4,1,High,Average
242,21,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Mathematics,1,97.6,9.7,1.7,Daily,Yes,No,7.5,5.1,Medium,Yes,5,10,Low,Excellent
243,20,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CE,2,82.7,9.8,5.1,Weekly,No,Yes,7.1,6.6,Medium,No,5,7,Low,Excellent
244,20,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ME,1,74.3,7.6,4.1,Rare,No,Yes,7.0,8.3,Medium,Yes,5,2,Medium,Good
245,18,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,4,71.5,8.5,2.6,Rare,No,Yes,8.4,1.7,Low,Yes,10,8,High,Excellent
246,19,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ECE,2,80.9,9.4,4.3,Daily,No,No,7.6,7.1,Low,No,6,6,Low,Excellent
247,19,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Mathematics,1,89.3,9.3,4.4,Weekly,Yes,No,4.1,7.3,High,Yes,6,6,High,Excellent
248,21,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CSE,4,87.5,10.0,2.3,Rare,Yes,No,7.4,4.1,Low,No,3,5,High,Excellent
249,21,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CE,3,83.1,10.0,4.6,Weekly,No,Yes,7.5,4.7,High,No,6,8,High,Excellent
250,21,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Mathematics,3,85.1,10.0,4.0,Daily,No,No,8.1,5.9,High,No,4,6,Medium,Excellent
251,18,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BA,English,2,76.6,9.0,2.3,Weekly,Yes,No,6.7,2.2,Low,No,6,6,High,Excellent
252,20,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ECE,2,87.4,9.4,1.1,Weekly,No,Yes,6.2,4.5,Low,No,4,8,Medium,Excellent
253,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,MBA,NA,2,58.0,9.2,4.5,Daily,No,No,5.8,6.1,Medium,No,6,9,Low,Excellent
254,17,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Physics,4,79.8,9.8,6.2,Weekly,Yes,No,8.2,6.4,Medium,Yes,5,8,Low,Excellent
255,20,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ECE,3,83.1,9.6,5.1,Daily,No,No,9.0,6.8,High,No,4,6,Low,Excellent
256,18,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,1,73.9,7.9,2.7,Rare,No,No,7.2,4.4,High,Yes,8,6,Low,Good
257,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,3,79.6,8.3,4.7,Rare,No,Yes,6.1,4.7,Low,No,5,3,Medium,Good
258,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BA,English,1,86.7,9.8,3.9,Daily,Yes,No,7.2,7.7,Medium,No,5,7,Low,Excellent
259,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,MBA,NA,1,72.2,8.3,0.5,Weekly,Yes,No,6.9,8.8,High,No,7,8,Medium,Good
260,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CSE,2,80.0,8.4,2.6,Weekly,Yes,Yes,6.7,7.2,High,No,8,6,Low,Good
261,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Chemistry,2,84.0,8.4,1.3,Weekly,Yes,No,4.7,4.9,Low,No,3,5,Medium,Good
262,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BA,English,2,92.5,10.0,4.0,Daily,Yes,No,7.3,7.2,Medium,No,3,8,High,Excellent
263,21,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CSE,2,67.3,8.3,1.2,Weekly,No,Yes,7.8,6.8,Medium,No,4,4,Medium,Good
264,18,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,MBA,NA,2,94.4,8.9,2.1,Daily,Yes,No,7.6,5.3,Low,No,7,5,Medium,Excellent
265,20,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CSE,3,68.0,8.8,4.6,Daily,No,No,6.5,5.5,Low,No,4,1,Medium,Excellent
266,23,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BA,English,1,85.8,9.5,3.5,Daily,Yes,Yes,6.7,6.0,High,No,7,4,Medium,Excellent
267,21,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CE,4,85.2,8.6,4.2,Weekly,Yes,No,7.0,7.3,Low,Yes,7,5,High,Excellent
268,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BA,English,3,93.5,9.1,1.6,Weekly,Yes,No,5.5,6.3,Medium,No,6,6,High,Excellent
269,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CSE,4,92.9,10.0,1.1,Weekly,Yes,No,6.2,5.8,Medium,No,2,6,Low,Excellent
270,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,IT,1,80.3,9.9,1.6,Rare,No,Yes,6.4,5.2,Medium,No,5,9,High,Excellent
271,18,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Physics,1,80.5,8.3,4.2,Weekly,Yes,No,8.1,9.2,Medium,No,3,4,Low,Good
272,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,MBA,NA,1,82.7,9.7,5.0,Weekly,No,Yes,6.9,5.4,Low,Yes,6,4,Medium,Excellent
273,17,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Chemistry,1,79.8,10.0,6.5,Rare,Yes,Yes,7.0,5.6,Medium,No,5,6,Low,Excellent
274,17,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BA,English,4,93.3,8.4,1.4,Daily,No,No,6.7,5.1,Medium,No,7,3,Low,Good
275,23,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,2,64.4,8.1,3.8,Weekly,Yes,No,6.3,6.9,Medium,Yes,6,5,Medium,Good
276,22,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Mathematics,1,76.1,10.0,4.6,Daily,Yes,No,5.7,4.1,Medium,No,6,9,Medium,Excellent
277,19,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,MBA,NA,1,78.0,7.7,1.6,Weekly,Yes,Yes,7.6,7.8,Medium,Yes,5,5,Low,Good
278,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CSE,3,77.3,10.0,6.6,Weekly,No,Yes,6.8,5.3,High,Yes,4,7,Medium,Excellent
279,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BA,English,3,91.2,9.8,5.6,Rare,No,No,6.4,2.3,Medium,No,8,5,Medium,Excellent
280,17,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,MBA,NA,1,86.9,9.7,1.7,Daily,Yes,Yes,7.7,6.0,High,Yes,4,5,High,Excellent
281,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ECE,3,83.8,8.7,6.5,Daily,Yes,Yes,5.4,9.2,Medium,No,6,4,Low,Excellent
282,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ME,3,87.2,9.1,3.3,Weekly,Yes,No,8.5,3.1,Low,No,5,3,Low,Excellent
283,21,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ECE,1,73.8,7.5,0.5,Rare,Yes,Yes,7.2,6.9,High,No,6,8,Medium,Good
284,21,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ECE,3,89.9,9.1,0.8,Daily,No,No,7.3,5.0,Medium,No,5,7,Low,Excellent
285,18,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,IT,1,78.3,8.7,1.9,Rare,Yes,Yes,5.9,7.4,Medium,Yes,3,7,Medium,Excellent
286,17,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BA,English,3,71.2,10.0,5.3,Daily,Yes,Yes,6.0,5.1,Medium,No,6,8,Low,Excellent
287,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BA,English,1,92.2,10.0,6.1,Weekly,Yes,No,8.0,6.2,Medium,No,4,4,Low,Excellent
288,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,3,92.0,10.0,4.5,Daily,No,No,5.5,8.1,Low,No,4,5,Medium,Excellent
289,22,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ECE,4,100.0,9.6,4.4,Weekly,Yes,Yes,6.8,7.1,Low,Yes,7,5,Low,Excellent
290,20,Other,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Chemistry,1,83.0,9.2,4.5,Weekly,No,No,7.4,7.7,Medium,No,4,5,High,Excellent
291,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,MBA,NA,2,85.8,8.9,4.2,Daily,Yes,Yes,8.7,6.0,High,No,7,4,Low,Excellent
292,21,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BA,English,2,86.5,10.0,3.1,Daily,Yes,No,6.9,3.0,High,No,5,8,Medium,Excellent
293,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Chemistry,4,78.5,8.0,3.5,Rare,Yes,Yes,6.3,7.4,Medium,Yes,6,7,Medium,Good
294,17,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CE,1,89.0,10.0,2.8,Daily,Yes,Yes,6.1,7.4,High,No,5,8,High,Excellent
295,21,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,MBA,NA,2,64.3,9.2,5.3,Daily,Yes,Yes,7.3,5.3,Low,No,6,2,High,Excellent
296,18,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,IT,3,64.5,6.3,1.2,Rare,No,Yes,8.1,4.7,Medium,Yes,9,5,High,Average
297,18,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Mathematics,1,90.4,10.0,3.3,Rare,No,Yes,6.5,6.3,Medium,No,7,8,High,Excellent
298,19,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Biology,4,64.7,9.9,2.9,Daily,No,Yes,7.3,4.1,High,No,4,7,Medium,Excellent
