State,District,Year,Crime_Type,Cases_Reported,Chargesheeted,Convictions,Population,Crime_Rate_per_100k
Uttar Pradesh,Agra,2019,Kidnapping,144,125,93,4040904,3.56
Uttar Pradesh,Agra,2019,Theft,793,592,367,4040904,19.62
Uttar Pradesh,Agra,2019,Robbery,507,403,232,4040904,12.55
Uttar Pradesh,Agra,2019,Assault,675,534,268,4040904,16.7
Uttar Pradesh,Agra,2019,Burglary,967,692,506,4040904,23.93
Uttar Pradesh,Agra,2019,Cybercrime,322,305,169,4040904,7.97
Uttar Pradesh,Agra,2019,Dowry Deaths,1094,952,460,4040904,27.07
Uttar Pradesh,Agra,2019,Fraud,417,285,195,4040904,10.32
Uttar Pradesh,Agra,2020,Murder,769,602,430,4040904,19.03
Uttar Pradesh,Agra,2020,Rape,639,441,296,4040904,15.81
Uttar Pradesh,Agra,2020,Kidnapping,160,105,47,4040904,3.96
Uttar Pradesh,Agra,2020,Theft,96,79,36,4040904,2.38
Uttar Pradesh,Agra,2020,Robbery,902,745,354,4040904,22.32
Uttar Pradesh,Agra,2020,Assault,1007,868,306,4040904,24.92
Uttar Pradesh,Agra,2020,Burglary,877,746,318,4040904,21.7
Uttar Pradesh,Agra,2020,Cybercrime,1019,830,515,4040904,25.22
Uttar Pradesh,Agra,2020,Dowry Deaths,369,286,191,4040904,9.13
Uttar Pradesh,Agra,2020,Fraud,59,49,20,4040904,1.46
Uttar Pradesh,Agra,2021,Murder,578,430,202,4040904,14.3
Uttar Pradesh,Agra,2021,Rape,788,693,461,4040904,19.5
Uttar Pradesh,Agra,2021,Kidnapping,1182,997,498,4040904,29.25
Uttar Pradesh,Agra,2021,Theft,750,664,420,4040904,18.56
Uttar Pradesh,Agra,2021,Robbery,1042,815,482,4040904,25.79
Uttar Pradesh,Agra,2021,Assault,212,201,127,4040904,5.25
Uttar Pradesh,Agra,2021,Burglary,100,94,65,4040904,2.47
Uttar Pradesh,Agra,2021,Cybercrime,278,257,127,4040904,6.88
Uttar Pradesh,Agra,2021,Dowry Deaths,251,225,140,4040904,6.21
Uttar Pradesh,Agra,2021,Fraud,772,573,226,4040904,19.1
Uttar Pradesh,Agra,2022,Murder,470,318,122,4040904,11.63
Uttar Pradesh,Agra,2022,Rape,771,663,239,4040904,19.08
Uttar Pradesh,Agra,2022,Kidnapping,639,558,215,4040904,15.81
Uttar Pradesh,Agra,2022,Theft,1164,1006,653,4040904,28.81
Uttar Pradesh,Agra,2022,Robbery,675,568,333,4040904,16.7
Uttar Pradesh,Agra,2022,Assault,154,139,101,4040904,3.81
Uttar Pradesh,Agra,2022,Burglary,653,586,392,4040904,16.16
Uttar Pradesh,Agra,2022,Cybercrime,419,385,201,4040904,10.37
Uttar Pradesh,Agra,2022,Dowry Deaths,35,25,9,4040904,0.87
Uttar Pradesh,Agra,2022,Fraud,170,144,66,4040904,4.21
Uttar Pradesh,Agra,2023,Murder,169,114,54,4040904,4.18
Uttar Pradesh,Agra,2023,Rape,868,702,515,4040904,21.48
Uttar Pradesh,Agra,2023,Kidnapping,256,229,103,4040904,6.34
Uttar Pradesh,Agra,2023,Theft,1128,960,626,4040904,27.91
Uttar Pradesh,Agra,2023,Robbery,517,376,232,4040904,12.79
Uttar Pradesh,Agra,2023,Assault,964,848,560,4040904,23.86
Uttar Pradesh,Agra,2023,Burglary,305,208,135,4040904,7.55
Uttar Pradesh,Agra,2023,Cybercrime,587,400,151,4040904,14.53
Uttar Pradesh,Agra,2023,Dowry Deaths,190,132,92,4040904,4.7
Uttar Pradesh,Agra,2023,Fraud,733,556,277,4040904,18.14
Uttar Pradesh,Prayagraj,2014,Murder,456,333,173,1612259,28.28
Uttar Pradesh,Prayagraj,2014,Rape,256,193,115,1612259,15.88
Uttar Pradesh,Prayagraj,2014,Kidnapping,938,847,622,1612259,58.18
Uttar Pradesh,Prayagraj,2014,Theft,106,77,52,1612259,6.57
Uttar Pradesh,Prayagraj,2014,Robbery,352,264,194,1612259,21.83
Uttar Pradesh,Prayagraj,2014,Assault,800,522,370,1612259,49.62
Uttar Pradesh,Prayagraj,2014,Burglary,750,588,440,1612259,46.52
Uttar Pradesh,Prayagraj,2014,Cybercrime,275,219,153,1612259,17.06
Uttar Pradesh,Prayagraj,2014,Dowry Deaths,381,350,191,1612259,23.63
Uttar Pradesh,Prayagraj,2014,Fraud,446,327,122,1612259,27.66
Uttar Pradesh,Prayagraj,2015,Murder,1115,881,616,1612259,69.16
Uttar Pradesh,Prayagraj,2015,Rape,991,677,428,1612259,61.47
Uttar Pradesh,Prayagraj,2015,Kidnapping,1063,957,367,1612259,65.93
Uttar Pradesh,Prayagraj,2015,Theft,614,536,401,1612259,38.08
Uttar Pradesh,Prayagraj,2015,Robbery,436,362,164,1612259,27.04
Uttar Pradesh,Prayagraj,2015,Assault,865,619,449,1612259,53.65
Uttar Pradesh,Prayagraj,2015,Burglary,658,506,191,1612259,40.81
Uttar Pradesh,Prayagraj,2015,Cybercrime,236,200,107,1612259,14.64
Uttar Pradesh,Prayagraj,2015,Dowry Deaths,487,419,168,1612259,30.21
Uttar Pradesh,Prayagraj,2015,Fraud,1095,903,495,1612259,67.92
Uttar Pradesh,Prayagraj,2016,Murder,620,464,257,1612259,38.46
Uttar Pradesh,Prayagraj,2016,Rape,1061,879,394,1612259,65.81
Uttar Pradesh,Prayagraj,2016,Kidnapping,551,444,323,1612259,34.18
Uttar Pradesh,Prayagraj,2016,Theft,527,484,214,1612259,32.69
Uttar Pradesh,Prayagraj,2016,Robbery,740,673,412,1612259,45.9
Uttar Pradesh,Prayagraj,2016,Assault,952,819,574,1612259,59.05
Uttar Pradesh,Prayagraj,2016,Burglary,453,367,148,1612259,28.1
Uttar Pradesh,Prayagraj,2016,Cybercrime,1059,896,452,1612259,65.68
Uttar Pradesh,Prayagraj,2016,Dowry Deaths,439,397,283,1612259,27.23
Uttar Pradesh,Prayagraj,2016,Fraud,1018,818,425,1612259,63.14
Uttar Pradesh,Prayagraj,2017,Murder,371,283,103,1612259,23.01
Uttar Pradesh,Prayagraj,2017,Rape,258,190,120,1612259,16
Uttar Pradesh,Prayagraj,2017,Kidnapping,456,319,162,1612259,28.28
Uttar Pradesh,Prayagraj,2017,Theft,358,239,98,1612259,22.2
Uttar Pradesh,Prayagraj,2017,Robbery,370,253,103,1612259,22.95
Uttar Pradesh,Prayagraj,2017,Assault,745,551,323,1612259,46.21
Uttar Pradesh,Prayagraj,2017,Burglary,237,168,70,1612259,14.7
Uttar Pradesh,Prayagraj,2017,Cybercrime,1023,743,372,1612259,63.45
Uttar Pradesh,Prayagraj,2017,Dowry Deaths,414,364,167,1612259,25.68
Uttar Pradesh,Prayagraj,2017,Fraud,520,377,264,1612259,32.25
Uttar Pradesh,Prayagraj,2018,Murder,1141,903,636,1612259,70.77
Uttar Pradesh,Prayagraj,2018,Rape,179,134,100,1612259,11.1
Uttar Pradesh,Prayagraj,2018,Kidnapping,919,603,326,1612259,57
Uttar Pradesh,Prayagraj,2018,Theft,108,94,56,1612259,6.7
Uttar Pradesh,Prayagraj,2018,Robbery,79,56,20,1612259,4.9
Uttar Pradesh,Prayagraj,2018,Assault,606,528,275,1612259,37.59
Uttar Pradesh,Prayagraj,2018,Burglary,811,616,388,1612259,50.3
Uttar Pradesh,Prayagraj,2018,Cybercrime,759,590,221,1612259,47.08
Uttar Pradesh,Prayagraj,2018,Dowry Deaths,417,347,151,1612259,25.86
Uttar Pradesh,Prayagraj,2018,Fraud,378,304,185,1612259,23.45
Uttar Pradesh,Prayagraj,2019,Murder,648,520,354,1612259,40.19
Uttar Pradesh,Prayagraj,2019,Rape,916,794,456,1612259,56.81
Uttar Pradesh,Prayagraj,2019,Kidnapping,1182,1101,390,1612259,73.31
Uttar Pradesh,Prayagraj,2019,Theft,557,522,222,1612259,34.55
Uttar Pradesh,Prayagraj,2019,Robbery,550,396,256,1612259,34.11
Uttar Pradesh,Prayagraj,2019,Assault,735,516,336,1612259,45.59
Uttar Pradesh,Prayagraj,2019,Burglary,82,63,41,1612259,5.09
Uttar Pradesh,Prayagraj,2019,Cybercrime,1154,1011,568,1612259,71.58
Uttar Pradesh,Prayagraj,2019,Dowry Deaths,1108,906,410,1612259,68.72
Uttar Pradesh,Prayagraj,2019,Fraud,470,427,220,1612259,29.15
Uttar Pradesh,Prayagraj,2020,Murder,826,662,450,1612259,51.23
Uttar Pradesh,Prayagraj,2020,Rape,586,434,295,1612259,36.35
Uttar Pradesh,Prayagraj,2020,Kidnapping,34,24,11,1612259,2.11
Uttar Pradesh,Prayagraj,2020,Theft,876,653,280,1612259,54.33
Uttar Pradesh,Prayagraj,2020,Robbery,334,293,160,1612259,20.72
Uttar Pradesh,Prayagraj,2020,Assault,691,455,271,1612259,42.86
Uttar Pradesh,Prayagraj,2020,Burglary,259,219,111,1612259,16.06
Uttar Pradesh,Prayagraj,2020,Cybercrime,1064,991,472,1612259,65.99
Uttar Pradesh,Prayagraj,2020,Dowry Deaths,298,238,152,1612259,18.48
Uttar Pradesh,Prayagraj,2020,Fraud,540,491,224,1612259,33.49
Uttar Pradesh,Prayagraj,2021,Murder,1143,810,291,1612259,70.89
Uttar Pradesh,Prayagraj,2021,Rape,233,194,77,1612259,14.45
Uttar Pradesh,Prayagraj,2021,Kidnapping,1009,687,298,1612259,62.58
Uttar Pradesh,Prayagraj,2021,Theft,45,40,16,1612259,2.79
Uttar Pradesh,Prayagraj,2021,Robbery,1170,918,616,1612259,72.57
Uttar Pradesh,Prayagraj,2021,Assault,689,625,331,1612259,42.74
Uttar Pradesh,Prayagraj,2021,Burglary,516,434,243,1612259,32
Uttar Pradesh,Prayagraj,2021,Cybercrime,1087,968,486,1612259,67.42
Uttar Pradesh,Prayagraj,2021,Dowry Deaths,989,829,366,1612259,61.34
Uttar Pradesh,Prayagraj,2021,Fraud,940,840,459,1612259,58.3
Uttar Pradesh,Prayagraj,2022,Murder,314,268,165,1612259,19.48
Uttar Pradesh,Prayagraj,2022,Rape,938,652,464,1612259,58.18
Uttar Pradesh,Prayagraj,2022,Kidnapping,600,541,328,1612259,37.21
Uttar Pradesh,Prayagraj,2022,Theft,356,275,117,1612259,22.08
Uttar Pradesh,Prayagraj,2022,Robbery,756,627,348,1612259,46.89
Uttar Pradesh,Prayagraj,2022,Assault,305,244,115,1612259,18.92
Uttar Pradesh,Prayagraj,2022,Burglary,127,91,39,1612259,7.88
Uttar Pradesh,Prayagraj,2022,Cybercrime,263,224,151,1612259,16.31
Uttar Pradesh,Prayagraj,2022,Dowry Deaths,1124,932,401,1612259,69.72
Uttar Pradesh,Prayagraj,2022,Fraud,546,512,265,1612259,33.87
Uttar Pradesh,Prayagraj,2023,Murder,217,174,77,1612259,13.46
Uttar Pradesh,Prayagraj,2023,Rape,991,816,594,1612259,61.47
Uttar Pradesh,Prayagraj,2023,Kidnapping,527,435,192,1612259,32.69
Uttar Pradesh,Prayagraj,2023,Theft,49,43,21,1612259,3.04
Uttar Pradesh,Prayagraj,2023,Robbery,380,285,113,1612259,23.57
Uttar Pradesh,Prayagraj,2023,Assault,628,411,279,1612259,38.95
Uttar Pradesh,Prayagraj,2023,Burglary,688,505,250,1612259,42.67
Uttar Pradesh,Prayagraj,2023,Cybercrime,903,843,477,1612259,56.01
Uttar Pradesh,Prayagraj,2023,Dowry Deaths,169,146,94,1612259,10.48
Uttar Pradesh,Prayagraj,2023,Fraud,262,186,73,1612259,16.25
Uttar Pradesh,Ghaziabad,2014,Murder,837,584,433,2086631,40.11
Uttar Pradesh,Ghaziabad,2014,Rape,632,513,226,2086631,30.29
Uttar Pradesh,Ghaziabad,2014,Kidnapping,324,227,141,2086631,15.53
Uttar Pradesh,Ghaziabad,2014,Theft,1160,758,469,2086631,55.59
Uttar Pradesh,Ghaziabad,2014,Robbery,1199,1126,469,2086631,57.46
Uttar Pradesh,Ghaziabad,2014,Assault,781,583,345,2086631,37.43
Uttar Pradesh,Ghaziabad,2014,Burglary,1032,812,309,2086631,49.46
Uttar Pradesh,Ghaziabad,2014,Cybercrime,122,97,44,2086631,5.85
Uttar Pradesh,Ghaziabad,2014,Dowry Deaths,269,202,116,2086631,12.89
Uttar Pradesh,Ghaziabad,2014,Fraud,187,166,93,2086631,8.96
Uttar Pradesh,Ghaziabad,2015,Murder,537,352,208,2086631,25.74
Uttar Pradesh,Ghaziabad,2015,Rape,382,287,209,2086631,18.31
Uttar Pradesh,Ghaziabad,2015,Kidnapping,650,539,204,2086631,31.15
Uttar Pradesh,Ghaziabad,2015,Theft,580,545,199,2086631,27.8
Uttar Pradesh,Ghaziabad,2015,Robbery,148,137,71,2086631,7.09
Uttar Pradesh,Ghaziabad,2015,Assault,1185,871,593,2086631,56.79
Uttar Pradesh,Ghaziabad,2015,Burglary,847,731,383,2086631,40.59
Uttar Pradesh,Ghaziabad,2015,Cybercrime,1034,708,427,2086631,49.55
Uttar Pradesh,Ghaziabad,2015,Dowry Deaths,882,787,547,2086631,42.27
Uttar Pradesh,Ghaziabad,2015,Fraud,1059,914,411,2086631,50.75
Uttar Pradesh,Ghaziabad,2016,Murder,814,598,372,2086631,39.01
Uttar Pradesh,Ghaziabad,2016,Rape,835,564,287,2086631,40.02
Uttar Pradesh,Ghaziabad,2016,Kidnapping,930,697,345,2086631,44.57
Uttar Pradesh,Ghaziabad,2016,Theft,1121,802,533,2086631,53.72
Uttar Pradesh,Ghaziabad,2016,Robbery,416,288,149,2086631,19.94
Uttar Pradesh,Ghaziabad,2016,Assault,136,91,43,2086631,6.52
Uttar Pradesh,Ghaziabad,2016,Burglary,1040,917,561,2086631,49.84
Uttar Pradesh,Ghaziabad,2016,Cybercrime,187,176,95,2086631,8.96
Uttar Pradesh,Ghaziabad,2016,Dowry Deaths,99,92,53,2086631,4.74
Uttar Pradesh,Ghaziabad,2016,Fraud,301,273,129,2086631,14.43
Uttar Pradesh,Ghaziabad,2017,Murder,627,564,380,2086631,30.05
Uttar Pradesh,Ghaziabad,2017,Rape,811,666,478,2086631,38.87
Uttar Pradesh,Ghaziabad,2017,Kidnapping,237,222,148,2086631,11.36
Uttar Pradesh,Ghaziabad,2017,Theft,1181,885,544,2086631,56.6
Uttar Pradesh,Ghaziabad,2017,Robbery,426,321,201,2086631,20.42
Uttar Pradesh,Ghaziabad,2017,Assault,321,223,162,2086631,15.38
Uttar Pradesh,Ghaziabad,2017,Burglary,774,535,387,2086631,37.09
Uttar Pradesh,Ghaziabad,2017,Cybercrime,1010,895,315,2086631,48.4
Uttar Pradesh,Ghaziabad,2017,Dowry Deaths,863,607,395,2086631,41.36
Uttar Pradesh,Ghaziabad,2017,Fraud,654,513,320,2086631,31.34
Uttar Pradesh,Ghaziabad,2018,Murder,1031,693,370,2086631,49.41
Uttar Pradesh,Ghaziabad,2018,Rape,164,144,101,2086631,7.86
Uttar Pradesh,Ghaziabad,2018,Kidnapping,375,276,134,2086631,17.97
Uttar Pradesh,Ghaziabad,2018,Theft,613,476,274,2086631,29.38
Uttar Pradesh,Ghaziabad,2018,Robbery,537,487,311,2086631,25.74
Uttar Pradesh,Ghaziabad,2018,Assault,132,86,33,2086631,6.33
Uttar Pradesh,Ghaziabad,2018,Burglary,1186,1020,488,2086631,56.84
Uttar Pradesh,Ghaziabad,2018,Cybercrime,127,93,68,2086631,6.09
Uttar Pradesh,Ghaziabad,2018,Dowry Deaths,1096,816,541,2086631,52.52
Uttar Pradesh,Ghaziabad,2018,Fraud,1117,870,573,2086631,53.53
Uttar Pradesh,Ghaziabad,2019,Murder,1010,934,389,2086631,48.4
Uttar Pradesh,Ghaziabad,2019,Rape,600,435,241,2086631,28.75
Uttar Pradesh,Ghaziabad,2019,Kidnapping,811,709,342,2086631,38.87
Uttar Pradesh,Ghaziabad,2019,Theft,189,147,100,2086631,9.06
Uttar Pradesh,Ghaziabad,2019,Robbery,383,298,182,2086631,18.35
Uttar Pradesh,Ghaziabad,2019,Assault,1043,877,376,2086631,49.98
Uttar Pradesh,Ghaziabad,2019,Burglary,485,336,215,2086631,23.24
Uttar Pradesh,Ghaziabad,2019,Cybercrime,1024,912,549,2086631,49.07
Uttar Pradesh,Ghaziabad,2019,Dowry Deaths,560,422,295,2086631,26.84
Uttar Pradesh,Ghaziabad,2019,Fraud,83,76,55,2086631,3.98
Uttar Pradesh,Ghaziabad,2020,Murder,43,34,19,2086631,2.06
Uttar Pradesh,Ghaziabad,2020,Rape,818,618,419,2086631,39.2
Uttar Pradesh,Ghaziabad,2020,Kidnapping,1139,831,459,2086631,54.59
Uttar Pradesh,Ghaziabad,2020,Theft,157,118,57,2086631,7.52
Uttar Pradesh,Ghaziabad,2020,Robbery,619,544,399,2086631,29.67
Uttar Pradesh,Ghaziabad,2020,Assault,201,173,110,2086631,9.63
Uttar Pradesh,Ghaziabad,2020,Burglary,1115,1013,577,2086631,53.44
Uttar Pradesh,Ghaziabad,2020,Cybercrime,408,377,226,2086631,19.55
Uttar Pradesh,Ghaziabad,2020,Dowry Deaths,88,61,23,2086631,4.22
Uttar Pradesh,Ghaziabad,2020,Fraud,627,491,359,2086631,30.05
Uttar Pradesh,Ghaziabad,2021,Murder,615,443,303,2086631,29.47
Uttar Pradesh,Ghaziabad,2021,Rape,943,763,508,2086631,45.19
Uttar Pradesh,Ghaziabad,2021,Kidnapping,984,832,328,2086631,47.16
Uttar Pradesh,Ghaziabad,2021,Theft,504,354,139,2086631,24.15
Uttar Pradesh,Ghaziabad,2021,Robbery,597,421,268,2086631,28.61
Uttar Pradesh,Ghaziabad,2021,Assault,1153,1026,479,2086631,55.26
Uttar Pradesh,Ghaziabad,2021,Burglary,214,183,129,2086631,10.26
Uttar Pradesh,Ghaziabad,2021,Cybercrime,326,271,148,2086631,15.62
Uttar Pradesh,Ghaziabad,2021,Dowry Deaths,807,626,460,2086631,38.67
Uttar Pradesh,Ghaziabad,2021,Fraud,875,773,546,2086631,41.93
Uttar Pradesh,Ghaziabad,2022,Murder,809,621,291,2086631,38.77
Uttar Pradesh,Ghaziabad,2022,Rape,1097,778,427,2086631,52.57
Uttar Pradesh,Ghaziabad,2022,Kidnapping,353,260,164,2086631,16.92
Uttar Pradesh,Ghaziabad,2022,Theft,62,48,30,2086631,2.97
Uttar Pradesh,Ghaziabad,2022,Robbery,573,412,161,2086631,27.46
Uttar Pradesh,Ghaziabad,2022,Assault,1073,1006,444,2086631,51.42
Uttar Pradesh,Ghaziabad,2022,Burglary,221,204,124,2086631,10.59
Uttar Pradesh,Ghaziabad,2022,Cybercrime,1186,856,538,2086631,56.84
Uttar Pradesh,Ghaziabad,2022,Dowry Deaths,220,193,134,2086631,10.54
Uttar Pradesh,Ghaziabad,2022,Fraud,85,77,38,2086631,4.07
Uttar Pradesh,Ghaziabad,2023,Murder,585,422,240,2086631,28.04
Uttar Pradesh,Ghaziabad,2023,Rape,815,692,466,2086631,39.06
Uttar Pradesh,Ghaziabad,2023,Kidnapping,325,233,85,2086631,15.58
Uttar Pradesh,Ghaziabad,2023,Theft,574,471,284,2086631,27.51
Uttar Pradesh,Ghaziabad,2023,Robbery,1047,946,680,2086631,50.18
Uttar Pradesh,Ghaziabad,2023,Assault,857,764,315,2086631,41.07
Uttar Pradesh,Ghaziabad,2023,Burglary,875,824,292,2086631,41.93
Uttar Pradesh,Ghaziabad,2023,Cybercrime,766,680,300,2086631,36.71
Uttar Pradesh,Ghaziabad,2023,Dowry Deaths,885,807,471,2086631,42.41
Uttar Pradesh,Ghaziabad,2023,Fraud,492,340,253,2086631,23.58
Uttar Pradesh,Meerut,2014,Murder,487,447,207,5834332,8.35
Uttar Pradesh,Meerut,2014,Rape,323,272,186,5834332,5.54
Uttar Pradesh,Meerut,2014,Kidnapping,177,160,57,5834332,3.03
Uttar Pradesh,Meerut,2014,Theft,298,197,124,5834332,5.11
Uttar Pradesh,Meerut,2014,Robbery,258,230,101,5834332,4.42
Uttar Pradesh,Meerut,2014,Assault,790,518,360,5834332,13.54
Uttar Pradesh,Meerut,2014,Burglary,674,465,168,5834332,11.55
Uttar Pradesh,Meerut,2014,Cybercrime,249,220,106,5834332,4.27
Uttar Pradesh,Meerut,2014,Dowry Deaths,981,709,400,5834332,16.81
Uttar Pradesh,Meerut,2014,Fraud,636,557,227,5834332,10.9
Uttar Pradesh,Meerut,2015,Murder,1137,941,407,5834332,19.49
Uttar Pradesh,Meerut,2015,Rape,906,739,502,5834332,15.53
Uttar Pradesh,Meerut,2015,Kidnapping,863,764,500,5834332,14.79
Uttar Pradesh,Meerut,2015,Theft,102,81,32,5834332,1.75
Uttar Pradesh,Meerut,2015,Robbery,715,523,218,5834332,12.26
Uttar Pradesh,Meerut,2015,Assault,751,611,421,5834332,12.87
Uttar Pradesh,Meerut,2015,Burglary,1061,790,299,5834332,18.19
Uttar Pradesh,Meerut,2015,Cybercrime,584,398,261,5834332,10.01
Uttar Pradesh,Meerut,2015,Dowry Deaths,43,40,29,5834332,0.74
Uttar Pradesh,Meerut,2015,Fraud,616,493,208,5834332,10.56
Uttar Pradesh,Meerut,2016,Murder,442,317,218,5834332,7.58
Uttar Pradesh,Meerut,2016,Rape,144,111,67,5834332,2.47
Uttar Pradesh,Meerut,2016,Kidnapping,521,377,142,5834332,8.93
Uttar Pradesh,Meerut,2016,Theft,471,399,187,5834332,8.07
Uttar Pradesh,Meerut,2016,Robbery,428,398,186,5834332,7.34
Uttar Pradesh,Meerut,2016,Assault,108,78,27,5834332,1.85
Uttar Pradesh,Meerut,2016,Burglary,941,828,526,5834332,16.13
Uttar Pradesh,Meerut,2016,Cybercrime,446,393,194,5834332,7.64
Uttar Pradesh,Meerut,2016,Dowry Deaths,201,137,68,5834332,3.45
Uttar Pradesh,Meerut,2016,Fraud,954,731,324,5834332,16.35
Uttar Pradesh,Meerut,2017,Murder,825,581,383,5834332,14.14
Uttar Pradesh,Meerut,2017,Rape,1014,779,396,5834332,17.38
Uttar Pradesh,Meerut,2017,Kidnapping,665,435,235,5834332,11.4
Uttar Pradesh,Meerut,2017,Theft,769,677,393,5834332,13.18
Uttar Pradesh,Meerut,2017,Robbery,710,562,410,5834332,12.17
Uttar Pradesh,Meerut,2017,Assault,628,549,200,5834332,10.76
Uttar Pradesh,Meerut,2017,Burglary,175,128,51,5834332,3
Uttar Pradesh,Meerut,2017,Cybercrime,995,740,446,5834332,17.05
Uttar Pradesh,Meerut,2017,Dowry Deaths,448,372,243,5834332,7.68
Uttar Pradesh,Meerut,2017,Fraud,1111,757,402,5834332,19.04
Uttar Pradesh,Meerut,2018,Murder,884,716,255,5834332,15.15
Uttar Pradesh,Meerut,2018,Rape,423,335,154,5834332,7.25
Uttar Pradesh,Meerut,2018,Kidnapping,637,514,189,5834332,10.92
Uttar Pradesh,Meerut,2018,Theft,1092,1034,385,5834332,18.72
Uttar Pradesh,Meerut,2018,Robbery,22,17,7,5834332,0.38
Uttar Pradesh,Meerut,2018,Assault,278,224,162,5834332,4.76
Uttar Pradesh,Meerut,2018,Burglary,748,492,340,5834332,12.82
Uttar Pradesh,Meerut,2018,Cybercrime,936,861,378,5834332,16.04
Uttar Pradesh,Meerut,2018,Dowry Deaths,649,452,278,5834332,11.12
Uttar Pradesh,Meerut,2018,Fraud,919,761,543,5834332,15.75
Uttar Pradesh,Meerut,2019,Murder,869,701,436,5834332,14.89
Uttar Pradesh,Meerut,2019,Rape,1075,970,477,5834332,18.43
Uttar Pradesh,Meerut,2019,Kidnapping,771,667,408,5834332,13.21
Uttar Pradesh,Meerut,2019,Theft,328,299,130,5834332,5.62
Uttar Pradesh,Meerut,2019,Robbery,769,625,383,5834332,13.18
Uttar Pradesh,Meerut,2019,Assault,916,759,379,5834332,15.7
Uttar Pradesh,Meerut,2019,Burglary,652,466,190,5834332,11.18
Uttar Pradesh,Meerut,2019,Cybercrime,713,603,308,5834332,12.22
Uttar Pradesh,Meerut,2019,Dowry Deaths,284,263,166,5834332,4.87
Uttar Pradesh,Meerut,2019,Fraud,301,223,119,5834332,5.16
Uttar Pradesh,Meerut,2020,Murder,934,803,390,5834332,16.01
Uttar Pradesh,Meerut,2020,Rape,1105,1023,729,5834332,18.94
Uttar Pradesh,Meerut,2020,Kidnapping,253,228,99,5834332,4.34
Uttar Pradesh,Meerut,2020,Theft,22,16,5,5834332,0.38
Uttar Pradesh,Meerut,2020,Robbery,79,55,39,5834332,1.35
Uttar Pradesh,Meerut,2020,Assault,258,238,169,5834332,4.42
Uttar Pradesh,Meerut,2020,Burglary,1130,745,364,5834332,19.37
Uttar Pradesh,Meerut,2020,Cybercrime,743,491,355,5834332,12.73
Uttar Pradesh,Meerut,2020,Dowry Deaths,1079,781,560,5834332,18.49
Uttar Pradesh,Meerut,2020,Fraud,1177,1112,821,5834332,20.17
Uttar Pradesh,Meerut,2021,Murder,79,64,47,5834332,1.35
Uttar Pradesh,Meerut,2021,Rape,978,884,449,5834332,16.76
Uttar Pradesh,Meerut,2021,Kidnapping,647,611,324,5834332,11.09
Uttar Pradesh,Meerut,2021,Theft,589,537,368,5834332,10.1
Uttar Pradesh,Meerut,2021,Robbery,780,593,381,5834332,13.37
Uttar Pradesh,Meerut,2021,Assault,172,152,94,5834332,2.95
Uttar Pradesh,Meerut,2021,Burglary,904,650,386,5834332,15.49
Uttar Pradesh,Meerut,2021,Cybercrime,933,807,347,5834332,15.99
Uttar Pradesh,Meerut,2021,Dowry Deaths,971,721,489,5834332,16.64
Uttar Pradesh,Meerut,2021,Fraud,614,463,196,5834332,10.52
Uttar Pradesh,Meerut,2022,Murder,732,648,292,5834332,12.55
Uttar Pradesh,Meerut,2022,Rape,828,554,385,5834332,14.19
Uttar Pradesh,Meerut,2022,Kidnapping,581,506,290,5834332,9.96
Uttar Pradesh,Meerut,2022,Theft,365,276,176,5834332,6.26
Uttar Pradesh,Meerut,2022,Robbery,1007,955,676,5834332,17.26
Uttar Pradesh,Meerut,2022,Assault,352,238,97,5834332,6.03
Uttar Pradesh,Meerut,2022,Burglary,772,660,405,5834332,13.23
Uttar Pradesh,Meerut,2022,Cybercrime,418,314,141,5834332,7.16
Uttar Pradesh,Meerut,2022,Dowry Deaths,951,655,341,5834332,16.3
Uttar Pradesh,Meerut,2022,Fraud,1030,924,684,5834332,17.65
Uttar Pradesh,Meerut,2023,Murder,465,373,181,5834332,7.97
Uttar Pradesh,Meerut,2023,Rape,724,622,452,5834332,12.41
Uttar Pradesh,Meerut,2023,Kidnapping,890,722,378,5834332,15.25
Uttar Pradesh,Meerut,2023,Theft,909,801,366,5834332,15.58
Uttar Pradesh,Meerut,2023,Robbery,974,742,416,5834332,16.69
Uttar Pradesh,Meerut,2023,Assault,641,579,251,5834332,10.99
Uttar Pradesh,Meerut,2023,Burglary,888,701,473,5834332,15.22
Uttar Pradesh,Meerut,2023,Cybercrime,1139,787,475,5834332,19.52
Uttar Pradesh,Meerut,2023,Dowry Deaths,527,458,163,5834332,9.03
Uttar Pradesh,Meerut,2023,Fraud,680,587,304,5834332,11.66
Uttar Pradesh,Gorakhpur,2014,Murder,571,445,324,1128143,50.61
Uttar Pradesh,Gorakhpur,2014,Rape,891,650,417,1128143,78.98
Uttar Pradesh,Gorakhpur,2014,Kidnapping,221,156,79,1128143,19.59
Uttar Pradesh,Gorakhpur,2014,Theft,315,224,139,1128143,27.92
Uttar Pradesh,Gorakhpur,2014,Robbery,497,354,157,1128143,44.05
Uttar Pradesh,Gorakhpur,2014,Assault,1068,1013,469,1128143,94.67
Uttar Pradesh,Gorakhpur,2014,Burglary,149,120,46,1128143,13.21
Uttar Pradesh,Gorakhpur,2014,Cybercrime,465,439,166,1128143,41.22
Uttar Pradesh,Gorakhpur,2014,Dowry Deaths,1019,691,267,1128143,90.33
Uttar Pradesh,Gorakhpur,2014,Fraud,612,398,155,1128143,54.25
